0.16961E-06 0.20349E-08 0.00000E+01 53766 0 0 2626 0.15490E+11 0.00000E+01 0.16961E-06 0.00000E+01 0.00000E+01 0
1 1.7498e-07 3.5362e-08 12.522 6.1999e-05 1.7498e-07
2 1.7536e-07 1.0529e-08 5.261 2.3993e-05 1.7536e-07
3 1.6972e-07 2.627e-09 1.918 4.3446e-06 1.6972e-07
4 1.5822e-07 3.1555e-08 12.357 6.2504e-05 1.5822e-07
5 1.8832e-07 1.1723e-08 5.4546 2.4393e-05 1.8832e-07
6 1.6792e-07 2.6665e-09 1.9678 5.2711e-06 1.6792e-07
<lo_statistics>
<cumulated_time> 2.3523579999999997 </cumulated_time>
</lo_statistics>
